Species,Type,Identifier,Title
"Bupleurum plantagineum",PMID,"17365690","Phenolics of Moringa oleifera leaves."
"Bupleurum plantagineum",PMID,"22742959","Cytotoxic ellagitannins from Reaumuria vermiculata."
"Bupleurum plantagineum",PMID,"39146520","Navigating the Labyrinth of Pregnancy-Related Coverage for Undocumented Immigrants: An Assessment of Current State and Federal Policies."
"Bupleurum plantagineum",PMID,"10820798","Triterpenoid saponins and sapogenin lactones from Albizia gummifera."
"Bupleurum plantagineum",PMID,"21793764","A sulphated flavone glycoside from Livistona australis and its antioxidant and cytotoxic activity."
"Bupleurum plantagineum",PMID,"11054840","Inhibitory effects of sudanese medicinal plant extracts on hepatitis C virus (HCV) protease."
"Bupleurum plantagineum",PMID,"21246441","Phytochemical investigation and biological studies of Bombax malabaricum flowers."
"Bupleurum plantagineum",PMID,"10746883","Unusual phenolic glycosides from Cotoneaster orbicularis."
"Bupleurum plantagineum",PMID,"27417554","Antioxidant and antibacterial activities and polyphenolic constituents of Helianthemum sessiliflorum Pers."
"Bupleurum plantagineum",PMID,"20189399","Melanogenesis inhibitors from the desert plant Anastatica hierochuntica in B16 melanoma cells."
"Bupleurum plantagineum",PMID,"30835550","Phenolic constituents and antioxidant activity of Euphorbia retusa Forssk."
"Bupleurum plantagineum",PMID,"16766003","Three ent-trachylobane diterpenes from the leaf exudates of Psiadia punctulata."
"Bupleurum plantagineum",PMID,"21846263","Cytotoxic compounds from the leaves of Gaillardia aristata Pursh. growing in Egypt."
"Bupleurum plantagineum",PMID,"10913855","The flavonoids of four Pistacia species in Egypt."
"Bupleurum plantagineum",PMID,"27584870","Quercus ilex L.: How season, Plant Organ and Extraction Procedure Can Influence Chemistry and Bioactivities."
"Bupleurum plantagineum",PMID,"31001977","Sesquiterpenes from an Eastern African Medicinal Mushroom Belonging to the Genus Sanghuangporus."
"Bupleurum plantagineum",PMID,"33949276","Potential of (Citrus nobilis Lour × Citrus deliciosa Tenora) metabolites on COVID-19 virus main protease supported by in silico analysis."
"Bupleurum plantagineum",PMID,"11908975","Dimeric and trimeric hydrolyzable tannins from Quercus coccifera and Quercus suber."
"Bupleurum plantagineum",PMID,"27589908","Chemosystematic significance of flavonoids isolated from Diplotaxis acris (Brassicaceae) and related taxa."
"Bupleurum plantagineum",PMID,"14559287","Flavonol glycosides of Warburgia ugandensis leaves."
"Bupleurum plantagineum",PMID,"11449469","Quercetin triglycoside from Capparis spinosa."
"Bupleurum plantagineum",PMID,"23074885","Antiparasitic and anticancer carvotacetone derivatives of Sphaeranthus bullatus."
"Bupleurum plantagineum",PMID,"12710719","Flavonoids and terpenoids from the resinous exudates of Madia species (Asteraceae, Helenieae)."
"Bupleurum plantagineum",PMID,"15597331","Tannins and catechin gallate mediate the vasorelaxant effect of Arbutus unedo on the rat isolated aorta."
"Bupleurum plantagineum",PMID,"20211477","Isoschaftoside, a C-glycosylflavonoid from Desmodium uncinatum root exudate, is an allelochemical against the development of Striga."
"Bupleurum plantagineum",PMID,"21907269","Constitutive phenolics of Harpephyllum caffrum (Anacardiaceae) and their biological effects on human keratinocytes."
"Bupleurum plantagineum",PMID,"31951477","Shoot aqueous extract of Manihot esculenta Crantz (cassava) acts as a protective agent against paracetamol-induced liver injury."
"Bupleurum plantagineum",PMID,"12770593","Unique phenolic carboxylic acids from Sanguisorba minor."
"Bupleurum plantagineum",PMID,"23195766","Anti-HIV activity of flavonoids and proanthocyanidins from Crataegus sinaica."
"Bupleurum plantagineum",DOI,"10.1016/j.phytol.2013.10.006","Phenolic glycosides from Tabebuia argentea and Catalpa bignonioides"
"Bupleurum plantagineum",DOI,"10.1016/0031-9422(83)80148-4","A chemosystematic study of some geraniaceae"
"Bupleurum plantagineum",DOI,"10.1080/14786419.2016.1209669","Antioxidant and antibacterial activities and polyphenolic constituents of <i>Helianthemum sessiliflorum</i> Pers."
"Bupleurum plantagineum",DOI,"10.1080/14786419.2011.606219","Cytotoxic compounds from the leaves of<i>Gaillardia aristata</i>Pursh. growing in Egypt"
"Bupleurum plantagineum",DOI,"10.1080/14786419.2021.1917573","Potential of (<i>Citrus nobilis</i> Lour × <i>Citrus deliciosa</i> Tenora) metabolites on COVID-19 virus main protease supported by in silico analysis"
"Bupleurum plantagineum",DOI,"10.1021/np50050a047","Sulfated and Non-Sulfated Flavonoids from Pluchea dioscoridis"
"Bupleurum plantagineum",DOI,"10.1016/j.phytol.2012.10.004","Flavonoid glycosides and triterpenoids from Atractylis flava"
"Bupleurum plantagineum",DOI,"10.1016/j.bmcl.2006.06.011","Hepatoprotective activity of Schouwia thebica webb"
"Bupleurum plantagineum",DOI,"10.1080/14786419.2011.587188","A sulphated flavone glycoside from <i>Livistona australis</i> and its antioxidant and cytotoxic activity"
"Bupleurum plantagineum",DOI,"10.1016/0305-1978(88)90094-4","Non 6-methoxyflavonoids from Brickellia coulteri and 6-methoxylated flavonoids from B. microphylla"
"Bupleurum plantagineum",DOI,"10.1002/cbdv.201600187","<i>Quercus ilex</i> L.: How season, Plant Organ and Extraction Procedure Can Influence Chemistry and Bioactivities"
"Bupleurum plantagineum",DOI,"10.1186/s12906-015-0660-1","Antimicrobial and antioxidant flavonoids from the leaves of Oncoba spinosa Forssk. (Salicaceae)"
"Bupleurum plantagineum",DOI,"10.1021/np010465i","Dimeric and Trimeric Hydrolyzable Tannins from <i>Quercus </i><i>c</i><i>occifera</i> and <i>Quercus </i><i>s</i><i>uber</i>"
"Bupleurum plantagineum",DOI,"10.1016/j.phytol.2011.07.004","Antidiabetic activity of phenolic compounds from Pecan bark in streptozotocin-induced diabetic rats"
"Bupleurum plantagineum",DOI,"10.1016/0305-1978(88)90072-5","The chemosystematics of local members of the subtribe gnaphaliinae (Compositae)"
"Bupleurum plantagineum",DOI,"10.1016/j.bse.2006.07.006","Intra- and interspecific variations in vacuolar flavonoids among Ficus species from the Budongo Forest, Uganda"
"Bupleurum plantagineum",DOI,"10.1080/10575639508043206","A New Flavonol Glycoside from Eucalyptus globulous Subsp. Maidenii"
"Bupleurum plantagineum",DOI,"10.1016/j.arabjc.2014.11.059","Chemical composition and antioxidant activity of Borago officinalis L. leaf extract growing in Algeria"
"Centaurea alexandrina",PMID,"25928352","Antimicrobial and antioxidant flavonoids from the leaves of Oncoba spinosa Forssk. (Salicaceae)."
"Centaurea alexandrina",PMID,"16303155","Phytochemical constituents and hepatoprotective activity of Viburnum tinus."
"Centaurea alexandrina",PMID,"17365690","Phenolics of Moringa oleifera leaves."
"Centaurea alexandrina",PMID,"22742959","Cytotoxic ellagitannins from Reaumuria vermiculata."
"Centaurea alexandrina",PMID,"39146520","Navigating the Labyrinth of Pregnancy-Related Coverage for Undocumented Immigrants: An Assessment of Current State and Federal Policies."
"Centaurea alexandrina",PMID,"10820798","Triterpenoid saponins and sapogenin lactones from Albizia gummifera."
"Centaurea alexandrina",PMID,"21793764","A sulphated flavone glycoside from Livistona australis and its antioxidant and cytotoxic activity."
"Centaurea alexandrina",PMID,"11054840","Inhibitory effects of sudanese medicinal plant extracts on hepatitis C virus (HCV) protease."
"Centaurea alexandrina",PMID,"21246441","Phytochemical investigation and biological studies of Bombax malabaricum flowers."
"Centaurea alexandrina",PMID,"10746883","Unusual phenolic glycosides from Cotoneaster orbicularis."
"Centaurea alexandrina",PMID,"27417554","Antioxidant and antibacterial activities and polyphenolic constituents of Helianthemum sessiliflorum Pers."
"Centaurea alexandrina",PMID,"20189399","Melanogenesis inhibitors from the desert plant Anastatica hierochuntica in B16 melanoma cells."
"Centaurea alexandrina",PMID,"30835550","Phenolic constituents and antioxidant activity of Euphorbia retusa Forssk."
"Centaurea alexandrina",PMID,"16766003","Three ent-trachylobane diterpenes from the leaf exudates of Psiadia punctulata."
"Centaurea alexandrina",PMID,"21846263","Cytotoxic compounds from the leaves of Gaillardia aristata Pursh. growing in Egypt."
"Centaurea alexandrina",PMID,"10913855","The flavonoids of four Pistacia species in Egypt."
"Centaurea alexandrina",PMID,"27584870","Quercus ilex L.: How season, Plant Organ and Extraction Procedure Can Influence Chemistry and Bioactivities."
"Centaurea alexandrina",PMID,"31001977","Sesquiterpenes from an Eastern African Medicinal Mushroom Belonging to the Genus Sanghuangporus."
"Centaurea alexandrina",PMID,"33949276","Potential of (Citrus nobilis Lour × Citrus deliciosa Tenora) metabolites on COVID-19 virus main protease supported by in silico analysis."
"Centaurea alexandrina",PMID,"11908975","Dimeric and trimeric hydrolyzable tannins from Quercus coccifera and Quercus suber."
"Centaurea alexandrina",PMID,"27589908","Chemosystematic significance of flavonoids isolated from Diplotaxis acris (Brassicaceae) and related taxa."
"Centaurea alexandrina",PMID,"14559287","Flavonol glycosides of Warburgia ugandensis leaves."
"Centaurea alexandrina",PMID,"11449469","Quercetin triglycoside from Capparis spinosa."
"Centaurea alexandrina",PMID,"23074885","Antiparasitic and anticancer carvotacetone derivatives of Sphaeranthus bullatus."
"Centaurea alexandrina",PMID,"12710719","Flavonoids and terpenoids from the resinous exudates of Madia species (Asteraceae, Helenieae)."
"Centaurea alexandrina",PMID,"15597331","Tannins and catechin gallate mediate the vasorelaxant effect of Arbutus unedo on the rat isolated aorta."
"Centaurea alexandrina",PMID,"20211477","Isoschaftoside, a C-glycosylflavonoid from Desmodium uncinatum root exudate, is an allelochemical against the development of Striga."
"Centaurea alexandrina",PMID,"21907269","Constitutive phenolics of Harpephyllum caffrum (Anacardiaceae) and their biological effects on human keratinocytes."
"Centaurea alexandrina",PMID,"31951477","Shoot aqueous extract of Manihot esculenta Crantz (cassava) acts as a protective agent against paracetamol-induced liver injury."
"Centaurea alexandrina",PMID,"12770593","Unique phenolic carboxylic acids from Sanguisorba minor."
"Centaurea alexandrina",PMID,"23195766","Anti-HIV activity of flavonoids and proanthocyanidins from Crataegus sinaica."
"Centaurea alexandrina",DOI,"10.1016/j.phytol.2013.10.006","Phenolic glycosides from Tabebuia argentea and Catalpa bignonioides"
"Centaurea alexandrina",DOI,"10.1016/0031-9422(83)80148-4","A chemosystematic study of some geraniaceae"
"Centaurea alexandrina",DOI,"10.1080/14786419.2016.1209669","Antioxidant and antibacterial activities and polyphenolic constituents of <i>Helianthemum sessiliflorum</i> Pers."
"Centaurea alexandrina",DOI,"10.1080/14786419.2011.606219","Cytotoxic compounds from the leaves of<i>Gaillardia aristata</i>Pursh. growing in Egypt"
"Centaurea alexandrina",DOI,"10.1080/14786419.2021.1917573","Potential of (<i>Citrus nobilis</i> Lour × <i>Citrus deliciosa</i> Tenora) metabolites on COVID-19 virus main protease supported by in silico analysis"
"Centaurea alexandrina",DOI,"10.1021/np50050a047","Sulfated and Non-Sulfated Flavonoids from Pluchea dioscoridis"
"Centaurea alexandrina",DOI,"10.1016/j.phytol.2012.10.004","Flavonoid glycosides and triterpenoids from Atractylis flava"
"Centaurea alexandrina",DOI,"10.1016/j.bmcl.2006.06.011","Hepatoprotective activity of Schouwia thebica webb"
"Centaurea alexandrina",DOI,"10.1080/14786419.2011.587188","A sulphated flavone glycoside from <i>Livistona australis</i> and its antioxidant and cytotoxic activity"
"Centaurea alexandrina",DOI,"10.1016/j.arabjc.2011.01.001","Constituents from Bupleurum montanum (Coss. &amp; Dur.) (Apiaceae)"
"Centaurea alexandrina",DOI,"10.1016/0305-1978(88)90094-4","Non 6-methoxyflavonoids from Brickellia coulteri and 6-methoxylated flavonoids from B. microphylla"
"Centaurea alexandrina",DOI,"10.1002/cbdv.201600187","<i>Quercus ilex</i> L.: How season, Plant Organ and Extraction Procedure Can Influence Chemistry and Bioactivities"
"Centaurea alexandrina",DOI,"10.1186/s12906-015-0660-1","Antimicrobial and antioxidant flavonoids from the leaves of Oncoba spinosa Forssk. (Salicaceae)"
"Centaurea alexandrina",DOI,"10.1021/np010465i","Dimeric and Trimeric Hydrolyzable Tannins from <i>Quercus </i><i>c</i><i>occifera</i> and <i>Quercus </i><i>s</i><i>uber</i>"
"Centaurea alexandrina",DOI,"10.1016/j.phytol.2011.07.004","Antidiabetic activity of phenolic compounds from Pecan bark in streptozotocin-induced diabetic rats"
"Centaurea alexandrina",DOI,"10.1016/0305-1978(88)90072-5","The chemosystematics of local members of the subtribe gnaphaliinae (Compositae)"
"Centaurea alexandrina",DOI,"10.1016/j.bse.2006.07.006","Intra- and interspecific variations in vacuolar flavonoids among Ficus species from the Budongo Forest, Uganda"
"Centaurea alexandrina",DOI,"10.1080/10575639508043206","A New Flavonol Glycoside from Eucalyptus globulous Subsp. Maidenii"
"Centaurea alexandrina",DOI,"10.1016/j.arabjc.2014.11.059","Chemical composition and antioxidant activity of Borago officinalis L. leaf extract growing in Algeria"
"Centaurea glomerata",PMID,"25928352","Antimicrobial and antioxidant flavonoids from the leaves of Oncoba spinosa Forssk. (Salicaceae)."
"Centaurea glomerata",PMID,"16303155","Phytochemical constituents and hepatoprotective activity of Viburnum tinus."
"Centaurea glomerata",PMID,"17365690","Phenolics of Moringa oleifera leaves."
"Centaurea glomerata",PMID,"22742959","Cytotoxic ellagitannins from Reaumuria vermiculata."
"Centaurea glomerata",PMID,"39146520","Navigating the Labyrinth of Pregnancy-Related Coverage for Undocumented Immigrants: An Assessment of Current State and Federal Policies."
"Centaurea glomerata",PMID,"10820798","Triterpenoid saponins and sapogenin lactones from Albizia gummifera."
"Centaurea glomerata",PMID,"21793764","A sulphated flavone glycoside from Livistona australis and its antioxidant and cytotoxic activity."
"Centaurea glomerata",PMID,"11054840","Inhibitory effects of sudanese medicinal plant extracts on hepatitis C virus (HCV) protease."
"Centaurea glomerata",PMID,"21246441","Phytochemical investigation and biological studies of Bombax malabaricum flowers."
"Centaurea glomerata",PMID,"10746883","Unusual phenolic glycosides from Cotoneaster orbicularis."
"Centaurea glomerata",PMID,"27417554","Antioxidant and antibacterial activities and polyphenolic constituents of Helianthemum sessiliflorum Pers."
"Centaurea glomerata",PMID,"20189399","Melanogenesis inhibitors from the desert plant Anastatica hierochuntica in B16 melanoma cells."
"Centaurea glomerata",PMID,"30835550","Phenolic constituents and antioxidant activity of Euphorbia retusa Forssk."
"Centaurea glomerata",PMID,"16766003","Three ent-trachylobane diterpenes from the leaf exudates of Psiadia punctulata."
"Centaurea glomerata",PMID,"21846263","Cytotoxic compounds from the leaves of Gaillardia aristata Pursh. growing in Egypt."
"Centaurea glomerata",PMID,"10913855","The flavonoids of four Pistacia species in Egypt."
"Centaurea glomerata",PMID,"27584870","Quercus ilex L.: How season, Plant Organ and Extraction Procedure Can Influence Chemistry and Bioactivities."
"Centaurea glomerata",PMID,"31001977","Sesquiterpenes from an Eastern African Medicinal Mushroom Belonging to the Genus Sanghuangporus."
"Centaurea glomerata",PMID,"33949276","Potential of (Citrus nobilis Lour × Citrus deliciosa Tenora) metabolites on COVID-19 virus main protease supported by in silico analysis."
"Centaurea glomerata",PMID,"11908975","Dimeric and trimeric hydrolyzable tannins from Quercus coccifera and Quercus suber."
"Centaurea glomerata",PMID,"27589908","Chemosystematic significance of flavonoids isolated from Diplotaxis acris (Brassicaceae) and related taxa."
"Centaurea glomerata",PMID,"14559287","Flavonol glycosides of Warburgia ugandensis leaves."
"Centaurea glomerata",PMID,"11449469","Quercetin triglycoside from Capparis spinosa."
"Centaurea glomerata",PMID,"23074885","Antiparasitic and anticancer carvotacetone derivatives of Sphaeranthus bullatus."
"Centaurea glomerata",PMID,"12710719","Flavonoids and terpenoids from the resinous exudates of Madia species (Asteraceae, Helenieae)."
"Centaurea glomerata",PMID,"15597331","Tannins and catechin gallate mediate the vasorelaxant effect of Arbutus unedo on the rat isolated aorta."
"Centaurea glomerata",PMID,"20211477","Isoschaftoside, a C-glycosylflavonoid from Desmodium uncinatum root exudate, is an allelochemical against the development of Striga."
"Centaurea glomerata",PMID,"21907269","Constitutive phenolics of Harpephyllum caffrum (Anacardiaceae) and their biological effects on human keratinocytes."
"Centaurea glomerata",PMID,"31951477","Shoot aqueous extract of Manihot esculenta Crantz (cassava) acts as a protective agent against paracetamol-induced liver injury."
"Centaurea glomerata",PMID,"12770593","Unique phenolic carboxylic acids from Sanguisorba minor."
"Centaurea glomerata",PMID,"23195766","Anti-HIV activity of flavonoids and proanthocyanidins from Crataegus sinaica."
"Centaurea glomerata",DOI,"10.1016/j.phytol.2013.10.006","Phenolic glycosides from Tabebuia argentea and Catalpa bignonioides"
"Centaurea glomerata",DOI,"10.1016/0031-9422(83)80148-4","A chemosystematic study of some geraniaceae"
"Centaurea glomerata",DOI,"10.1080/14786419.2016.1209669","Antioxidant and antibacterial activities and polyphenolic constituents of <i>Helianthemum sessiliflorum</i> Pers."
"Centaurea glomerata",DOI,"10.1080/14786419.2011.606219","Cytotoxic compounds from the leaves of<i>Gaillardia aristata</i>Pursh. growing in Egypt"
"Centaurea glomerata",DOI,"10.1080/14786419.2021.1917573","Potential of (<i>Citrus nobilis</i> Lour × <i>Citrus deliciosa</i> Tenora) metabolites on COVID-19 virus main protease supported by in silico analysis"
"Centaurea glomerata",DOI,"10.1021/np50050a047","Sulfated and Non-Sulfated Flavonoids from Pluchea dioscoridis"
"Centaurea glomerata",DOI,"10.1016/j.phytol.2012.10.004","Flavonoid glycosides and triterpenoids from Atractylis flava"
"Centaurea glomerata",DOI,"10.1016/j.bmcl.2006.06.011","Hepatoprotective activity of Schouwia thebica webb"
"Centaurea glomerata",DOI,"10.1080/14786419.2011.587188","A sulphated flavone glycoside from <i>Livistona australis</i> and its antioxidant and cytotoxic activity"
"Centaurea glomerata",DOI,"10.1016/j.arabjc.2011.01.001","Constituents from Bupleurum montanum (Coss. &amp; Dur.) (Apiaceae)"
"Centaurea glomerata",DOI,"10.1016/0305-1978(88)90094-4","Non 6-methoxyflavonoids from Brickellia coulteri and 6-methoxylated flavonoids from B. microphylla"
"Centaurea glomerata",DOI,"10.1002/cbdv.201600187","<i>Quercus ilex</i> L.: How season, Plant Organ and Extraction Procedure Can Influence Chemistry and Bioactivities"
"Centaurea glomerata",DOI,"10.1186/s12906-015-0660-1","Antimicrobial and antioxidant flavonoids from the leaves of Oncoba spinosa Forssk. (Salicaceae)"
"Centaurea glomerata",DOI,"10.1021/np010465i","Dimeric and Trimeric Hydrolyzable Tannins from <i>Quercus </i><i>c</i><i>occifera</i> and <i>Quercus </i><i>s</i><i>uber</i>"
"Centaurea glomerata",DOI,"10.1016/j.phytol.2011.07.004","Antidiabetic activity of phenolic compounds from Pecan bark in streptozotocin-induced diabetic rats"
"Centaurea glomerata",DOI,"10.1016/0305-1978(88)90072-5","The chemosystematics of local members of the subtribe gnaphaliinae (Compositae)"
"Centaurea glomerata",DOI,"10.1016/j.bse.2006.07.006","Intra- and interspecific variations in vacuolar flavonoids among Ficus species from the Budongo Forest, Uganda"
"Centaurea glomerata",DOI,"10.1080/10575639508043206","A New Flavonol Glycoside from Eucalyptus globulous Subsp. Maidenii"
"Centaurea glomerata",DOI,"10.1016/j.arabjc.2014.11.059","Chemical composition and antioxidant activity of Borago officinalis L. leaf extract growing in Algeria"
"Centaurea pallescens",PMID,"20189399","Melanogenesis inhibitors from the desert plant Anastatica hierochuntica in B16 melanoma cells."
"Centaurea pallescens",PMID,"23074885","Antiparasitic and anticancer carvotacetone derivatives of Sphaeranthus bullatus."
"Centaurea pallescens",PMID,"30835550","Phenolic constituents and antioxidant activity of Euphorbia retusa Forssk."
"Centaurea pallescens",PMID,"21846263","Cytotoxic compounds from the leaves of Gaillardia aristata Pursh. growing in Egypt."
"Centaurea pallescens",PMID,"17365690","Phenolics of Moringa oleifera leaves."
"Centaurea pallescens",PMID,"22742959","Cytotoxic ellagitannins from Reaumuria vermiculata."
"Centaurea pallescens",PMID,"12710719","Flavonoids and terpenoids from the resinous exudates of Madia species (Asteraceae, Helenieae)."
"Centaurea pallescens",PMID,"14559287","Flavonol glycosides of Warburgia ugandensis leaves."
"Centaurea pallescens",PMID,"15597331","Tannins and catechin gallate mediate the vasorelaxant effect of Arbutus unedo on the rat isolated aorta."
"Centaurea pallescens",PMID,"21793764","A sulphated flavone glycoside from Livistona australis and its antioxidant and cytotoxic activity."
"Centaurea pallescens",PMID,"21907269","Constitutive phenolics of Harpephyllum caffrum (Anacardiaceae) and their biological effects on human keratinocytes."
"Centaurea pallescens",PMID,"23195766","Anti-HIV activity of flavonoids and proanthocyanidins from Crataegus sinaica."
"Centaurea pallescens",PMID,"11908975","Dimeric and trimeric hydrolyzable tannins from Quercus coccifera and Quercus suber."
"Centaurea pallescens",PMID,"20211477","Isoschaftoside, a C-glycosylflavonoid from Desmodium uncinatum root exudate, is an allelochemical against the development of Striga."
"Centaurea pallescens",PMID,"31001977","Sesquiterpenes from an Eastern African Medicinal Mushroom Belonging to the Genus Sanghuangporus."
"Centaurea pallescens",PMID,"21246441","Phytochemical investigation and biological studies of Bombax malabaricum flowers."
"Centaurea pallescens",PMID,"27589908","Chemosystematic significance of flavonoids isolated from Diplotaxis acris (Brassicaceae) and related taxa."
"Centaurea pallescens",PMID,"12770593","Unique phenolic carboxylic acids from Sanguisorba minor."
"Centaurea pallescens",DOI,"10.1080/14786419.2011.606219","Cytotoxic compounds from the leaves of<i>Gaillardia aristata</i>Pursh. growing in Egypt"
"Centaurea pallescens",DOI,"10.1016/j.phytol.2012.10.004","Flavonoid glycosides and triterpenoids from Atractylis flava"
"Centaurea pallescens",DOI,"10.1016/j.bmcl.2006.06.011","Hepatoprotective activity of Schouwia thebica webb"
"Centaurea pallescens",DOI,"10.1080/14786419.2011.587188","A sulphated flavone glycoside from <i>Livistona australis</i> and its antioxidant and cytotoxic activity"
"Centaurea pallescens",DOI,"10.1016/j.arabjc.2011.01.001","Constituents from Bupleurum montanum (Coss. &amp; Dur.) (Apiaceae)"
"Centaurea pallescens",DOI,"10.1016/0305-1978(88)90094-4","Non 6-methoxyflavonoids from Brickellia coulteri and 6-methoxylated flavonoids from B. microphylla"
"Centaurea pallescens",DOI,"10.1021/np010465i","Dimeric and Trimeric Hydrolyzable Tannins from <i>Quercus </i><i>c</i><i>occifera</i> and <i>Quercus </i><i>s</i><i>uber</i>"
"Centaurea pallescens",DOI,"10.1016/j.phytol.2011.07.004","Antidiabetic activity of phenolic compounds from Pecan bark in streptozotocin-induced diabetic rats"
"Centaurea pallescens",DOI,"10.1016/0305-1978(88)90072-5","The chemosystematics of local members of the subtribe gnaphaliinae (Compositae)"
"Centaurea pallescens",DOI,"10.1080/10575639508043206","A New Flavonol Glycoside from Eucalyptus globulous Subsp. Maidenii"
"Centaurea pallescens",DOI,"10.1016/j.arabjc.2014.11.059","Chemical composition and antioxidant activity of Borago officinalis L. leaf extract growing in Algeria"
"Ifloga spicata",PMID,"17365690","Phenolics of Moringa oleifera leaves."
"Ifloga spicata",PMID,"22742959","Cytotoxic ellagitannins from Reaumuria vermiculata."
"Ifloga spicata",PMID,"5648113","Crotepoxide, a novel cyclohexane diepoxide tumor inhibitor from Croton macrostachys."
"Ifloga spicata",PMID,"21793764","A sulphated flavone glycoside from Livistona australis and its antioxidant and cytotoxic activity."
"Ifloga spicata",PMID,"11054840","Inhibitory effects of sudanese medicinal plant extracts on hepatitis C virus (HCV) protease."
"Ifloga spicata",PMID,"21246441","Phytochemical investigation and biological studies of Bombax malabaricum flowers."
"Ifloga spicata",PMID,"20189399","Melanogenesis inhibitors from the desert plant Anastatica hierochuntica in B16 melanoma cells."
"Ifloga spicata",PMID,"30835550","Phenolic constituents and antioxidant activity of Euphorbia retusa Forssk."
"Ifloga spicata",PMID,"21846263","Cytotoxic compounds from the leaves of Gaillardia aristata Pursh. growing in Egypt."
"Ifloga spicata",PMID,"20120108","Constituents of the polar extracts from Algerian Pituranthos scoparius."
"Ifloga spicata",PMID,"31001977","Sesquiterpenes from an Eastern African Medicinal Mushroom Belonging to the Genus Sanghuangporus."
"Ifloga spicata",PMID,"11908975","Dimeric and trimeric hydrolyzable tannins from Quercus coccifera and Quercus suber."
"Ifloga spicata",PMID,"27589908","Chemosystematic significance of flavonoids isolated from Diplotaxis acris (Brassicaceae) and related taxa."
"Ifloga spicata",PMID,"14559287","Flavonol glycosides of Warburgia ugandensis leaves."
"Ifloga spicata",PMID,"23074885","Antiparasitic and anticancer carvotacetone derivatives of Sphaeranthus bullatus."
"Ifloga spicata",PMID,"12710719","Flavonoids and terpenoids from the resinous exudates of Madia species (Asteraceae, Helenieae)."
"Ifloga spicata",PMID,"15597331","Tannins and catechin gallate mediate the vasorelaxant effect of Arbutus unedo on the rat isolated aorta."
"Ifloga spicata",PMID,"20211477","Isoschaftoside, a C-glycosylflavonoid from Desmodium uncinatum root exudate, is an allelochemical against the development of Striga."
"Ifloga spicata",PMID,"21907269","Constitutive phenolics of Harpephyllum caffrum (Anacardiaceae) and their biological effects on human keratinocytes."
"Ifloga spicata",PMID,"12770593","Unique phenolic carboxylic acids from Sanguisorba minor."
"Ifloga spicata",PMID,"23195766","Anti-HIV activity of flavonoids and proanthocyanidins from Crataegus sinaica."
"Ifloga spicata",DOI,"10.1016/j.bse.2006.05.002","Flavonoids from Anvillea radiata Coss. &amp; Dur. (Asteraceae)"
"Ifloga spicata",DOI,"10.1080/14786419.2011.606219","Cytotoxic compounds from the leaves of<i>Gaillardia aristata</i>Pursh. growing in Egypt"
"Ifloga spicata",DOI,"10.1016/j.phytol.2012.10.004","Flavonoid glycosides and triterpenoids from Atractylis flava"
"Ifloga spicata",DOI,"10.1016/j.bmcl.2006.06.011","Hepatoprotective activity of Schouwia thebica webb"
"Ifloga spicata",DOI,"10.1080/14786419.2011.587188","A sulphated flavone glycoside from <i>Livistona australis</i> and its antioxidant and cytotoxic activity"
"Ifloga spicata",DOI,"10.1016/j.arabjc.2011.01.001","Constituents from Bupleurum montanum (Coss. &amp; Dur.) (Apiaceae)"
"Ifloga spicata",DOI,"10.1016/0305-1978(88)90094-4","Non 6-methoxyflavonoids from Brickellia coulteri and 6-methoxylated flavonoids from B. microphylla"
"Ifloga spicata",DOI,"10.1021/np010465i","Dimeric and Trimeric Hydrolyzable Tannins from <i>Quercus </i><i>c</i><i>occifera</i> and <i>Quercus </i><i>s</i><i>uber</i>"
"Ifloga spicata",DOI,"10.1016/j.phytol.2011.07.004","Antidiabetic activity of phenolic compounds from Pecan bark in streptozotocin-induced diabetic rats"
"Ifloga spicata",DOI,"10.1016/0305-1978(88)90072-5","The chemosystematics of local members of the subtribe gnaphaliinae (Compositae)"
"Ifloga spicata",DOI,"10.1080/10575639508043206","A New Flavonol Glycoside from Eucalyptus globulous Subsp. Maidenii"
"Ifloga spicata",DOI,"10.1016/j.arabjc.2014.11.059","Chemical composition and antioxidant activity of Borago officinalis L. leaf extract growing in Algeria"
"Ifloga labillardieri",PMID,"17365690","Phenolics of Moringa oleifera leaves."
"Ifloga labillardieri",PMID,"22742959","Cytotoxic ellagitannins from Reaumuria vermiculata."
"Ifloga labillardieri",PMID,"5648113","Crotepoxide, a novel cyclohexane diepoxide tumor inhibitor from Croton macrostachys."
"Ifloga labillardieri",PMID,"21793764","A sulphated flavone glycoside from Livistona australis and its antioxidant and cytotoxic activity."
"Ifloga labillardieri",PMID,"11054840","Inhibitory effects of sudanese medicinal plant extracts on hepatitis C virus (HCV) protease."
"Ifloga labillardieri",PMID,"21246441","Phytochemical investigation and biological studies of Bombax malabaricum flowers."
"Ifloga labillardieri",PMID,"20189399","Melanogenesis inhibitors from the desert plant Anastatica hierochuntica in B16 melanoma cells."
"Ifloga labillardieri",PMID,"30835550","Phenolic constituents and antioxidant activity of Euphorbia retusa Forssk."
"Ifloga labillardieri",PMID,"21846263","Cytotoxic compounds from the leaves of Gaillardia aristata Pursh. growing in Egypt."
"Ifloga labillardieri",PMID,"20120108","Constituents of the polar extracts from Algerian Pituranthos scoparius."
"Ifloga labillardieri",PMID,"31001977","Sesquiterpenes from an Eastern African Medicinal Mushroom Belonging to the Genus Sanghuangporus."
